CELEX,chunk_id,chunk_number,chunk_text 
32002R2182,32002R2182_13,13,"tion for financing for their project under the Fund is rejected definitively.2. Failure to comply with the undertaking prescribed in paragraph 1 shall entail:- the loss of rights regarding the quota buy-back programme provided for in Article 14 of Regulation (EEC) No 2075/92; and- loss of eligibility for assistance for the measures referred to in Articles 13 and 14 of this Regulation.Article 201. The Member States, in accordance with common rules to be laid down by the Commission, shall set up a computerised file including all the information on the projects financed under this Chapter. This data shall be made available to the Commission.2. The Member States shall ensure that the information collected in accordance with paragraph 1 is made available to the authorities responsible for implementing the other Community or national structural assistance programmes.3. The Member States shall take the necessary steps to effectively check that the provisions of this Chapter have been observed, in particular by carrying out administrative controls and on-site inspections. These measures shall ensure in particular that the projects financed under this Chapter have not received assistance under another assistance scheme.4. The controls referred to in paragraph 3 shall cover all the projects financed by the Fund.Article 21The Member States shall notify the Commission without delay of the measures they adopt under Articles 18, 19 and 20.Article 221. The projects shall be carried out within two years of the date on which the Member State notifies the beneficiary that the project has been approved.2. The aid shall be paid once checks have been made that the project in question has been carried out and no later than three years following the date on which the Member State notifies the beneficiary that the project has been approved.3. Notwithstanding paragraph 2, the Member State may provide for aid to be paid in advance, on condition that:(a) project implementation has begun;(b) t"
32002R2182,32002R2182_14,14," beneficiary that the project has been approved.3. Notwithstanding paragraph 2, the Member State may provide for aid to be paid in advance, on condition that:(a) project implementation has begun;(b) the beneficiary has lodged a security equal to 120 % of the advance. However, public bodies may be exempted from this requirement.For the purposes of Regulation (EEC) No 2220/85, the obligation shall in this case be to ensure that the project is implemented within the period specified in paragraph 1 above.Article 23At the latest in the last declaration of expenditure for that year, the Member States shall notify the Commission of all expenditure actually incurred during the current financial year related to the measures to promote a switch of production, as specified in Article 3 of Commission Regulation (EC) No 296/96(7).Article 24For each Member State, the amounts of expenditure actually incurred notified to the Commission in the declarations for a given year shall be financed in accordance with Article 23, provided the total of these amounts does not exceed the amount allocated to the Member State under Article 17.Article 25The Member States shall store the information recorded in accordance with this Chapter for at least ten years after the year in which it is recorded.CHAPTER IVTRANSITIONAL AND FINAL PROVISIONSArticle 26By derogation from Article 17(3), the notification deadline for the financing plans for the measures for which assistance has been applied for under the buy-back programme for the 2002 harvest shall be put back from 31 March 2003 to 31 May 2003, and, consequently, by derogation from Article 17(4), the deadline of 31 May 2003 shall be put back to 30 June 2003.Article 27The amount of the premium to be paid to producers and the reimbursement to be made by the Member States to the processors, in accordance with Articles 18 and 20 respectively of Commission Regulation (EC) No 2848/98 of 22 December 1998 laying down detailed rules for the application of Co"
32002R2182,32002R2182_15,15,"he Member States to the processors, in accordance with Articles 18 and 20 respectively of Commission Regulation (EC) No 2848/98 of 22 December 1998 laying down detailed rules for the application of Council Regulation (EEC) No 2075/92 as regards the premium scheme, production quotas and the specific aid to be granted to producer groups in the raw tobacco sector(8) shall be reduced, at the time of payment, by the deduction referred to in Article 13(1) of Regulation (EEC) No 2075/92.The amount thus reduced shall be declared by the Member States as expenditure under the Guarantee Section of the European Agricultural Guidance and Guarantee Fund.Article 28Regulation (EC) No 1648/2000 is hereby repealed. However, its provisions shall continue to apply to projects approved before the entry into force of this Regulation.Article 29This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities.This Regulation shall be binding in its entirety and directly applicable in all Member States.Done at Brussels, 6 December 2002.For the CommissionFranz FischlerMember of the Commission(1) OJ L 215, 30.7.1992, p. 70.(2) OJ L 84, 28.3.2002, p. 4.(3) OJ L 205, 3.8.1985, p. 5.(4) OJ L 240, 10.9.1999, p. 11.(5) OJ L 189, 27.7.2000, p. 9.(6) OJ L 95, 16.4.1996, p. 9.(7) OJ L 39, 17.2.1996, p. 5.(8) OJ L 358, 31.12.1998, p. 17."
32012D0075,32012D0075_0,0,"11.2.2012 EN Official Journal of the European Union L 38/45 COMMISSION IMPLEMENTING DECISION of 9 February 2012 on the recognition of Ghana pursuant to Directive 2008/106/EC of the European Parliament and of the Council as regards the systems for the training and certification of seafarers (notified under document C(2012) 616) (Text with EEA relevance) (2012/75/EU) THE EUROPEAN COMMISSION, Having regard to the Treaty on the Functioning of the European Union, Having regard to Directive 2008/106/EC of the European Parliament and of the Council of 19 November 2008 on the minimum level of training of seafarers (1), and in particular the first subparagraph of Article 19(3) thereof, Having regard to the request from Cyprus on 13 May 2005, Whereas: (1) According to Directive 2008/106/EC Member States may decide to endorse seafarers appropriate certificates issued by third countries, provided that the third country concerned is recognised by the Commission. Those third countries have to meet all the requirements of the International Maritime Organisation (IMO) Convention on Standards of Training, Certification and Watchkeeping for Seafarers, 1978 (STCW Convention) (2), as revised in 1995. (2) The request for the recognition of Ghana was submitted by Cyprus by letter of 13 May 2005. Following this request, the Commission assessed the training and certification system in Ghana in order to verify whether Ghana meets all the requirements of the STCW Convention and whether the appropriate measures have been taken to prevent fraud involving certificates. That assessment was based on the results of an inspection carried out by experts of the European Maritime Safety Agency in December 2009. During that inspection certain deficiencies in the training and certification systems were identified. (3) The Commission provided the Member States with a report on the results of the assessment. (4) By letter of 20 December 2010, the Commission requested Ghana to provide evidence demonstratin"
32012D0075,32012D0075_1,1,"tified. (3) The Commission provided the Member States with a report on the results of the assessment. (4) By letter of 20 December 2010, the Commission requested Ghana to provide evidence demonstrating that the deficiencies identified had been corrected. (5) By letter of 21 February 2011, Ghana provided the requested information and evidence concerning the implementation of appropriate and sufficient corrective action to address most of the deficiencies identified during the assessment of compliance. (6) Two shortcomings remain. The first refers to the fact that Ghana does not fully ensure that seagoing service carried out in the navy or on pilot ships is actually relevant for the competencies required for certification. The other relates to deficiencies of fire-fighting training and equipment of a maritime training institution. Ghana has therefore been invited to implement further corrective actions in this respect. However, these shortcomings do not warrant calling into question the overall level of compliance of Ghana with STCW requirements on training and certification of seafarers. (7) The outcome of the assessment of compliance and the evaluation of the information provided by Ghana demonstrates that Ghana complies with the relevant requirements of the STCW Convention, while this country has taken appropriate measures to prevent fraud involving certificates. (8) The measures provided for in this Decision are in accordance with the opinion of the Committee on Safe Seas and the Prevention of Pollution from Ships, HAS ADOPTED THIS DECISION: Article 1 For the purposes of Article 19 of Directive 2008/106/EC, Ghana is recognised as regards the systems for the training and certification of seafarers. Article 2 This Decision is addressed to the Member States. Done at Brussels, 9 February 2012. For the Commission Siim KALLAS Vice-President (1) OJ L 323, 3.12.2008, p. 33. (2) Adopted by the International Maritime Organisation."
32012D0075,32012D0075_2,2,"sels, 9 February 2012. For the Commission Siim KALLAS Vice-President (1) OJ L 323, 3.12.2008, p. 33. (2) Adopted by the International Maritime Organisation."
31988D0073,31988D0073_0,0,"Avis juridique important|31988D007388/73/EEC: Commission Decision of 22 December 1987 on the quantities of sheepmeat and goatmeat that may be imported in 1988 into certain sensitive marketing zones from certain non-member countries Official Journal L 034 , 06/02/1988 P. 0051 - 0052*****COMMISSION DECISION of 22 December 1987 on the quantities of sheepmeat and goatmeat that may be imported in 1988 into certain sensitive marketing zones from certain non-member countries (88/73/EEC) THE COMMISSION OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Economic Community, Having regard to Council Regulation (EEC) No 1837/80 of 27 June 1980 on the common organization of the market in sheepmeat and goatmeat (1), as last amended by Regulation (EEC) No 794/87 (2), Having regard to Council Regulation (EEC) No 2641/80 of 14 October 1980 derogating from certain import rules laid down in Regulation (EEC) No 1837/80 on the common organization of the market in sheepmeat and goatmeat (3), and in particular Article 1 (2) thereof, Whereas certain non-member countries which have concluded voluntary restraint agreements with the European Economic Community have undertaken to limit their exports of sheepmeat and goatmeat to sensitive marketing zones to the traditional quantities or the quantities towards which the traditional trade flows have tended; whereas, under the provisions of the third indent of Article 1 (1) of Regulation (EEC) No 2641/80, the issuing of import licences for the products in question is suspended when agreed import quantities into these zones are exceeded; whereas the quantities that may be imported into these zones for 1988 should therefore be specified and importers should be informed of the time from which licences will no longer be granted; Whereas quantities have already been agreed, by exchange of letter, with Austria (4), Iceland (4), Czechoslovakia (4), Yugoslavia (4), New Zealand (5), Romania (6), Uruguay up to 31 March 1988 ("
31988D0073,31988D0073_1,1,"nted; Whereas quantities have already been agreed, by exchange of letter, with Austria (4), Iceland (4), Czechoslovakia (4), Yugoslavia (4), New Zealand (5), Romania (6), Uruguay up to 31 March 1988 (7), and the German Democratic Republic (8); Whereas for Bulgaria, Hungary and Poland the quantities must be fixed each year in the framework of consultation; Whereas the Australian authorities have undertaken to limit exports to the French and Irish markets to the traditional quantities; whereas, given the present situation and in order not to interrupt import flows, a quantity should be fixed unilaterally for Ireland on the basis of these traditional quantities; Whereas discussions are taking place with Argentina regarding arrangements for the French and Irish markets; whereas, however, a quantity has not yet been agreed; whereas in view of the present situation and in order not to interrupt trade flows, a provisional quantity should be fixed autonomously; Whereas the measures provided for in this Decision are in accordance with the opinion of the Management Committee for Sheep and Goats, HAS ADOPTED THIS DECISION: Article 1 The competent authorities of France shall issue, up to the quantities listed in the Annex hereto, import licences for 1988 for sheepmeat and goatmeat falling within subheading 0104 10 90, 0104 20 90 and heading No 0204 of the combined nomenclature, imported from the non-member countries listed in the Annex into France. Article 2 Ireland shall not issue any import licences for the products referred to in Article 1. Article 3 The licences referred to in this Decision shall be issued only in France and Ireland, respectively. Article 4 This Decision is addressed to the Member States. Done at Brussels, 22 December 1987. For the Commission Frans ANDRIESSEN Vice-President (1) OJ No L 183, 16. 7. 1980, p. 1. (2) OJ No L 79, 21. 3. 1987, p. 3. (3) OJ No L 275, 18. 10. 1980, p. 2. (4) OJ No L 154, 9. 6. 1984, p. 36. (5) OJ No L 187, 14. 7. 1984, p. 75. (6) O"
31988D0073,31988D0073_2,2,"ice-President (1) OJ No L 183, 16. 7. 1980, p. 1. (2) OJ No L 79, 21. 3. 1987, p. 3. (3) OJ No L 275, 18. 10. 1980, p. 2. (4) OJ No L 154, 9. 6. 1984, p. 36. (5) OJ No L 187, 14. 7. 1984, p. 75. (6) OJ No L 96, 3. 4. 1985, p. 30. (7) OJ No L 155, 10. 6. 1986, p. 11. (8) OJ No L 309, 31. 10. 1987, p. 107. ANNEX Quantities referred to in Article I (tonnes) 1.2 // // // // Carcase weight equivalent // // // Argentine (1) // 1 100 // Australia // 733 // Austria // 0 // Bulgaria // 360 // Hungary // 975 // Iceland // 0 // New Zealand // 5 125 // Poland // 1 150 // Romania // 144 // Czechoslovakia // 0 // Uruguay (2) // 0 // Yugoslavia // 50 // German Democratic Republic // 0 // // // (1) Quantity fixed autonomously. (2) Up to 31 March 1988."
32003R1775,32003R1775_0,0,"Avis juridique important|32003R1775Commission Regulation (EC) No 1775/2003 of 9 October 2003 fixing the maximum export refund for white sugar to certain third countries for the ninth partial invitation to tender issued within the framework of the standing invitation to tender provided for in Regulation (EC) No 1290/2003 Official Journal L 258 , 10/10/2003 P. 0009 - 0009Commission Regulation (EC) No 1775/2003of 9 October 2003fixing the maximum export refund for white sugar to certain third countries for the ninth partial invitation to tender issued within the framework of the standing invitation to tender provided for in Regulation (EC) No 1290/2003THE COMMISSION OF THE EUROPEAN COMMUNITIES,Having regard to the Treaty establishing the European Community,Having regard to Council Regulation (EC) No 1260/2001 of 19 June 2001 on the common organisation of the markets in the sugar sector(1), as amended by Commission Regulation (EC) No 680/2002(2), and in particular Article 27(5) thereof,Whereas:(1) Commission Regulation (EC) No 1290/2003 of 18 July 2003 on a standing invitation to tender to determine levies and/or refunds on exports of white sugar(3), for the 2003/2004 marketing year, requires partial invitations to tender to be issued for the export of this sugar to certain third countries.(2) Pursuant to Article 9(1) of Regulation (EC) No 1290/2003 a maximum export refund shall be fixed, as the case may be, account being taken in particular of the state and foreseeable development of the Community and world markets in sugar, for the partial invitation to tender in question.(3) Following an examination of the tenders submitted in response to the ninth partial invitation to tender, the provisions set out in Article 1 should be adopted.(4) The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Sugar,HAS ADOPTED THIS REGULATION:Article 1For the ninth partial invitation to tender for white sugar issued pursuant to Regu"
32003R1775,32003R1775_1,1,"ulation are in accordance with the opinion of the Management Committee for Sugar,HAS ADOPTED THIS REGULATION:Article 1For the ninth partial invitation to tender for white sugar issued pursuant to Regulation (EC) No 1290/2003 the maximum amount of the export refund to certain third countries is fixed at 52,776 EUR/100 kg.Article 2This Regulation shall enter into force on 10 October 2003.This Regulation shall be binding in its entirety and directly applicable in all Member States.Done at Brussels, 9 October 2003.For the CommissionFranz FischlerMember of the Commission(1) OJ L 178, 30.6.2001, p. 1.(2) OJ L 104, 20.4.2002, p. 26.(3) OJ L 181, 19.7.2003, p. 7."
32007L0020,32007L0020_0,0,"4.4.2007 EN Official Journal of the European Union L 94/23 COMMISSION DIRECTIVE 2007/20/EC of 3 April 2007 amending Directive 98/8/EC of the European Parliament and of the Council to include dichlofluanid as an active substance in Annex I thereto (Text with EEA relevance) THE COMMISSION OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Community, Having regard to Directive 98/8/EC of the European Parliament and of the Council of 16 February 1998 concerning the placing of biocidal products on the market (1), and in particular Article 16(2) second subparagraph thereof, Whereas: (1) Commission Regulation (EC) No 2032/2003 of 4 November 2003 on the second phase of the 10-year work programme referred to in Article 16(2) of Directive 98/8/EC of the European Parliament and of the Council concerning the placing of biocidal products on the market, and amending Regulation (EC) No 1896/2000 (2) establishes a list of active substances to be assessed, with a view to their possible inclusion in Annex I, IA or IB to Directive 98/8/EC. That list includes dichlofluanid. (2) Pursuant to Regulation (EC) No 2032/2003, dichlofluanid has been evaluated in accordance with Article 11(2) of Directive 98/8/EC for use in product-type 8, wood preservatives, as defined in Annex V to Directive 98/8/EC. (3) In accordance with Article 5(2) of Regulation (EC) No 2032/2003, the United Kingdom was designated as Rapporteur Member State. The United Kingdom submitted the competent authority report, together with a recommendation, to the Commission on 13 September 2005 in accordance with Article 10(5) and (7) of that Regulation. (4) The competent authority report has been reviewed by the Member States and the Commission. In accordance with Article 11(4) of Regulation (EC) No 2032/2003, the findings of the review were incorporated, within the Standing Committee on Biocidal Products on 28 November 2006, in an assessment report. (5) The review of dichlofluanid did not reveal"
32007L0020,32007L0020_1,1,"2032/2003, the findings of the review were incorporated, within the Standing Committee on Biocidal Products on 28 November 2006, in an assessment report. (5) The review of dichlofluanid did not reveal any open questions or concerns to be addressed by the Scientific Committee on Health and Environmental Risks (SCHER). (6) It appears from the various examinations made that biocidal products used as wood preservatives and containing dichlofluanid may be expected to satisfy the requirements laid down in Article 5 of Directive 98/8/EC, in particular with regard to the uses which were examined and detailed in the assessment report. It is therefore appropriate to include dichlofluanid in Annex I to Directive 98/8/EC, in order to ensure that in all Member States authorisations for biocidal products used as wood preservatives and containing dichlofluanid can be granted, modified, or cancelled in accordance with Article 16(3) of Directive 98/8/EC. (7) It is important that the provisions of this Directive should be applied simultaneously in all the Member States in order to ensure equal treatment of biocidal products on the market containing the active substance dichlofluanid and also to facilitate the proper operation of the biocidal products market in general. (8) In the light of the findings of the assessment report, it is appropriate to require that products authorised for industrial use must be used with appropriate personal protective equipment and that instructions are provided to indicate that treated timber must be stored after treatment on impermeable hard standing to prevent direct losses to soil and allow losses to be collected for re-use or disposal, in accordance with Article 10(2)(i)(d) of Directive 98/8/EC. (9) A reasonable period should be allowed to elapse before an active substance is included in Annex I to Directive 98/8/EC in order to permit Member States and the interested parties to prepare themselves to meet the new requirements entailed and to ensure t"
32007L0020,32007L0020_2,2," an active substance is included in Annex I to Directive 98/8/EC in order to permit Member States and the interested parties to prepare themselves to meet the new requirements entailed and to ensure that applicants who have prepared dossiers can benefit fully from the 10-year period of data protection, which, in accordance with Article 12(1)(c)(ii) of Directive 98/8/EC, starts from the date of inclusion. (10) After inclusion, Member States should be allowed a reasonable period to implement Article 16(3) of Directive 98/8/EC, and in particular, to grant, modify or cancel authorisations of biocidal products in product-type 8 containing dichlofluanid to ensure that they comply with Directive 98/8/EC. (11) Directive 98/8/EC should therefore be amended accordingly. (12) The measures provided for in this Directive are in accordance with the opinion of the Standing Committee on Biocidal Products, HAS ADOPTED THIS DIRECTIVE: Article 1 Annex I to Directive 98/8/EC is amended in accordance with the Annex to this Directive. Article 2 1. Member States shall adopt and publish, by 29 February 2008 at the latest, the laws, regulations and administrative provisions necessary to comply with this Directive. They shall forthwith communicate to the Commission the text of those provisions and a correlation table between those provisions and this Directive. They shall apply those provisions from 1 March 2009. When Member States adopt those provisions, they shall contain a reference to this Directive or be accompanied by such a reference on the occasion of their official publication. Member States shall determine how such reference is to be made. 2. Member States shall communicate to the Commission the text of the main provisions of national law which they adopt in the field covered by this Directive. Article 3 This Directive shall enter into force on the 20th day following that of its publication in the Official Journal of the European Union. Article 4 This Directive is addressed to the "
32007L0020,32007L0020_3,3,"irective. Article 3 This Directive shall enter into force on the 20th day following that of its publication in the Official Journal of the European Union. Article 4 This Directive is addressed to the Member States. Done at Brussels, 3 April 2007. For the Commission Stavros DIMAS Member of the Commission (1) OJ L 123, 24.4.1998, p. 1. Directive as last amended by Commission Directive 2006/140/EC (OJ L 414, 30.12.2006, p. 78). (2) OJ L 307, 24.11.2003, p. 1. Regulation as last amended by Regulation (EC) No 1849/2006 (OJ L 355, 15.12.2006, p. 63). ANNEX The following entry No 2 shall be added in the table in Annex I to Directive 98/8/EC No Common name IUPAC name Identification numbers Minimum purity of the active substance in the biocidal product as placed on the market Date of inclusion Deadline for compliance with Article 16(3) (except for products containing more than one active substance, for which the deadline to comply with Article 16(3) shall be the one set out in the last of the inclusion decisions relating to its active substances) Expiry date of inclusion Product type Specific provisions (1) 2 dichlofluanid N-(Dichlorofluoromethylthio)-N ²,N ²-dimethyl-N-phenylsulfamide EC No: 214-118-7 CAS No: 1085-98-9 > 96 % w/w 1 March 2009 28 February 2011 28 February 2019 8 Member States shall ensure that authorisations are subject to the following conditions: (1) Products authorised for industrial and/or professional use must be used with appropriate personal protective equipment. (2) In view of the risks identified for the soil compartment appropriate risk mitigation measures must be taken to protect that compartment. (3) Labels and/or safety-data sheets of products authorised for industrial use indicate that freshly treated timber must be stored after treatment on impermeable hard standing to prevent direct losses to soil and that any losses must be collected for re-use or disposal. (1) For the implementation of the common principles of Annex VI, the content and conc"
32007L0020,32007L0020_4,4,"eable hard standing to prevent direct losses to soil and that any losses must be collected for re-use or disposal. (1) For the implementation of the common principles of Annex VI, the content and conclusions of assessment reports are available on the Commission website: http://ec.europa.eu/comm/environment/biocides/index.htm"
32014R0217,32014R0217_0,0,"8.3.2014 EN Official Journal of the European Union L 69/93 COMMISSION REGULATION (EU) No 217/2014 of 7 March 2014 amending Regulation (EC) No 2073/2005 as regards Salmonella in pig carcases (Text with EEA relevance) THE EUROPEAN COMMISSION, Having regard to the Treaty on the Functioning of the European Union, Having regard to Regulation (EC) No 852/2004 of the European Parliament and of the Council of 29 April 2004 on the hygiene of foodstuffs (1), and in particular Article 4(4) thereof, Whereas: (1) Commission Regulation (EC) No 2073/2005 (2) lays down the microbiological criteria for certain micro-organisms and the implementing rules to be complied with by food business operators in respect of the general and specific hygiene requirements referred to in Article 4 of Regulation (EC) No 852/2004, and in particular a process hygiene criterion for Salmonella on pig carcases in order to control contamination during slaughter. (2) The European Food Safety Authority (EFSA) adopted on 3 October 2011 a Scientific Opinion on the public health hazards to be covered by inspection of meat (swine) (3), which identifies Salmonella as a high risk for public health related to the consumption of pigmeat, and recommends prevention of contamination of pig carcases with Salmonella. EFSA recommends, inter alia, to strengthen the process hygiene criterion for Salmonella on pig carcases. (3) In order to reduce the Salmonella prevalence on pig carcases, the control on hygiene during slaughter should be strengthened in accordance with the provisions in Commission Regulation (EU) No 218/2014 of 7 March 2014 amending Annexes to Regulations (EC) No 853/2004 and (EC) No 854/2004 of the European Parliament and of the Council and Commission Regulation (EC) No 2074/2005 (4) and consequently the number of positive samples should be reduced. (4) The requirements provided for in the Regulation involve the adaptation of current practices for food business operators. It is therefore appropriate to all"
32014R0217,32014R0217_1,1,"r of positive samples should be reduced. (4) The requirements provided for in the Regulation involve the adaptation of current practices for food business operators. It is therefore appropriate to allow a delayed application of this Regulation. (5) Regulation (EC) No 2073/2005 should therefore be amended accordingly. (6) The measures provided for in this Regulation are in accordance with the opinion of the Standing Committee on the Food Chain and Animal Health and neither the European Parliament nor the Council has opposed them, HAS ADOPTED THIS REGULATION: Article 1 In Chapter 2 of Annex I to Regulation (EC) No 2073/2005, row 2.1.4 is replaced by the following: 2.1.4 Carcases of pigs Salmonella 50 (5) 3 (6) Absence in the area tested per carcase EN/ISO 6579 Carcases after dressing but before chilling Improvements in slaughter hygiene and review of process controls, origin of animals and of the biosecurity measures in the farms of origin Article 2 This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union. It shall apply from 1 June 2014. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 7 March 2014. For the Commission The President JosÃ © Manuel BARROSO (1) OJ L 226, 25.6.2004, p. 3. (2) OJ L 338, 22.12.2005, p. 1. (3) EFSA Journal 2011; 9(10):2351. (4) See page 95 of this Official Journal."
31988S1322,31988S1322_0,0,"Avis juridique important|31988S1322Commission Decision No 1322/88/ECSC of 11 May 1988 extending the provisional anti-dumping duty on imports of certain iron or steel coils, originating in Algeria, Mexico and Yugoslavia Official Journal L 123 , 17/05/1988 P. 0021 - 0021*****COMMISSION DECISION No 1322/88/ECSC of 11 May 1988 extending the provisional anti-dumping duty on imports of certain iron or steel coils, originating in Algeria, Mexico and Yugoslavia THE COMMISSION OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Coal and Steel Community, Having regard to Commission Decision No 2177/84/ECSC of 27 July 1984 on protection against dumped or subsidized imports from countries not members of the European Coal and Steel Community (1), and in particular Article 11 thereof, Whereas, by Decision No 163/88/ECSC (2), as amended by Decision No 979/88/ECSC (3), the Commission imposed a provisional anti-dumping duty on imports of certain iron and steel coils, originating in Algeria, Mexico and Yugoslavia; Whereas the Commission has received a request from the Yugoslav exporters concerned, which represent a significant percentage of the trade involved, asking for the provisional duty imposed to be extended for a further period of two months; Whereas the Commission considers that an extension of the duty is necessary to enable it to make a definitive assessment of the facts, HAS ADOPTED THIS DECISION: Article 1 The provisional anti-dumping duty on imports of certain iron or steel coils, originating in Algeria, Mexico and Yugoslavia imposed by Decision No 163/88/ECSC, as amended, is hereby extended for a period not exceeding two months. Article 2 This Decision shall enter into force on the day after its publication in the Official Journal of the European Communities. Without prejudice to Article 11 of Decision No 2177/84/ECSC or any other decision which the Commission might take, this Decision shall apply until the entry into force of a Commission"
31988S1322,31988S1322_1,1,"ean Communities. Without prejudice to Article 11 of Decision No 2177/84/ECSC or any other decision which the Commission might take, this Decision shall apply until the entry into force of a Commission act adopting definitive measures. This Decision shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 11 May 1988. For the Commission Willy DE CLERCQ Member of the Commission (1) OJ No L 201, 30. 7. 1984, p. 17. (2) OJ No L 18, 22. 1. 1988, p. 31. (3) OJ No L 98, 15. 4. 1988, p. 32."
31988R3699,31988R3699_0,0,"No L 325/4 Official Journal of the European Communities 29 . 11 . 88 COUNCIL REGULATION (EEC) No 3699/88 of 24 November 1988 increasing the volume of the Community tariff quota opened for 1988 for ferro-chromium containing more than 6 % by weight of carbon HAS ADOPTED THIS REGULATION : Article 1 The volume of the Community tariff quota opened by Regulations (EEC) No 4098/87 and (EEC) No 2065/88 for ferro-chromium containing more than 6 % by weight of carbon shall be increased from 390 000 tonnes to 570 000 tonnes. Article 2 1 . A first part of the additional volume referred to in Article 1 , amounting to 90 000 tonnes, shall be allocated among the following Member States : THE COUNCIL OF THE EUROPEAN COMMUNITIES, Having regard to the Treaty establishing the European Economic . Community, and in particular Article 28 thereof, Having regard to the proposal from the Commission, Whereas Council Regulations (EEC) No 4098/87 (') and (EEC) No 2065/88 (2) opened, for 1988, and allocated among the Member States a zero-duty Community tariff quota for ferro-chromium containing more than 6 % by weight of carbon, the quota volume of which was set provisionally at 390 000 tonnes ; Whereas it can be estimated from the economic data now available on consumption, production and imports under other preferential tariff arrangements that immediate Community requirements for imports of this product from non-member countries could, during the current year, reach levels higher than the volume laid down by the said Regulations ; whereas, in order not to disturb the balance of the market for this product and to ensure both an outlet for Community production and sufficiently secure supplies for user industries, the quota volume should be increased by a quantity corresponding to the needs of user industries until the end of the current year, i.e. by 1 80 000 tonnes ; Whereas the increase in the quota volume should be divided into two parts, the first being allocated among certain Member State"
31988R3699,31988R3699_1,1," industries until the end of the current year, i.e. by 1 80 000 tonnes ; Whereas the increase in the quota volume should be divided into two parts, the first being allocated among certain Member States in proportion to their estimated needs and the second held as a Community reserve to cover any additional requirements, (tonnes) Benelux 1 2 070, Germany 30 170, Spain 10 050, France 20 120, Italy 10 050, United Kingdom 7 540. 2. The second part, amounting to 90 000 tonnes, shall constitute the reserve. Thus the reserve provided for in Article 2 (3) of Regulation (EEC) No 4098/87 shall be increased from 142 500 tonnes to 232 500 tonnes. Article 3 This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States . Done at Brussels, 24 November 1988 . For the Council The President V. KEDIKOGLOU (') OJ No L 383, 31 . 12. 1987, p . 14. 0 OJ No L 181 , 12. 7. 1988, p. 38 ."
32011R0608,32011R0608_0,0,"23.6.2011 EN Official Journal of the European Union L 163/20 COMMISSION IMPLEMENTING REGULATION (EU) No 608/2011 of 22 June 2011 determining the extent to which the import licence applications submitted in June 2011 for certain milk products under certain tariff quotas opened by Regulation (EC) No 2535/2001 can be accepted THE EUROPEAN COMMISSION, Having regard to the Treaty on the Functioning of the European Union, Having regard to Council Regulation (EC) No 1234/2007 of 22 October 2007 establishing a common organisation of agricultural markets and on specific provisions for certain agricultural products (Single CMO Regulation) (1), Having regard to Commission Regulation (EC) No 1301/2006 of 31 August 2006 laying down common rules for the administration of import tariff quotas for agricultural products managed by a system of import licences (2), and in particular Article 7(2) thereof, Whereas: Import licence applications lodged from 1 to 10 June 2011 for certain tariff quotas referred to in Annex I to Commission Regulation (EC) No 2535/2001 of 14 December 2001 laying down detailed rules for applying Council Regulation No 1255/1999 as regards the import arrangements for milk and milk products and opening tariff quotas (3) relate to quantities greater than those available. The extent to which licences may be issued should therefore be determined by establishing the allocation coefficient to be applied to the quantities requested, HAS ADOPTED THIS REGULATION: Article 1 For import licence applications lodged from 1 to 10 June 2011 for the tariff quotas referred to in parts I.A, I.F, I.H, I.I, and I.J of Annex I to Regulation (EC) No 2535/2001, licences shall be issued for the quantities requested, multiplied by the allocation coefficient(s) set out in the Annex to this Regulation. Article 2 This Regulation shall enter into force on 23 June 2011. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 22 June 2011"
32011R0608,32011R0608_1,1,"ulation. Article 2 This Regulation shall enter into force on 23 June 2011. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 22 June 2011. For the Commission, On behalf of the President, JosÃ © Manuel SILVA RODRÃ GUEZ Director-General for Agriculture and Rural Development (1) OJ L 299, 16.11.2007, p. 1. (2) OJ L 238, 1.9.2006, p. 13. (3) OJ L 341, 22.12.2001, p. 29. ANNEX I.A Tariff quota number Allocation coefficient 09.4590  09.4599  09.4591  09.4592  09.4593  09.4594  09.4595 10,484082 % 09.4596 100 % : No application for a licence has been sent to the Commission. I.F Products originating in Switzerland Tariff quota number Allocation coefficient 09.4155 48,007681 % I.H Products originating in Norway Tariff quota number Allocation coefficient 09.4179 100 % I.I Products originating in Iceland Tariff quota number Allocation coefficient 09.4205 100 % 09.4206 100 % I.J Products originating in the Republic of Moldova Tariff quota number Allocation coefficient 09.4210  : No application for a licence has been sent to the Commission."
